,h_t+1,h_t,a_age_t,paper_num_t
1995,2,1,0,3
1996,4,2,1,5
1997,5,4,2,9
1998,8,5,3,11
1999,9,8,4,16
2000,13,9,5,25
2001,17,13,6,36
2002,20,17,7,50
2003,27,20,8,67
2004,30,27,9,81
2005,33,30,10,93
2006,36,33,11,104
2007,42,36,12,112
2008,46,42,13,122
2009,52,46,14,127
2010,53,52,15,133
2011,55,53,16,143
2012,58,55,17,153
2013,61,58,18,159
2014,65,61,19,166
2015,68,65,20,174
2016,69,68,21,177
2017,70,69,22,182
2018,74,70,23,186
2019,74,74,24,195
2020,74,74,25,196
