,h_t+1,h_t,a_age_t,paper_num_t
1993,1,1,0,1
1994,1,1,1,3
1995,2,1,2,5
1996,2,2,3,7
1997,4,2,4,10
1998,6,4,5,12
1999,7,6,6,19
2000,9,7,7,27
2001,11,9,8,38
2002,14,11,9,48
2003,18,14,10,66
2004,23,18,11,77
2005,27,23,12,115
2006,32,27,13,146
2007,37,32,14,191
2008,42,37,15,245
2009,49,42,16,293
2010,55,49,17,339
2011,63,55,18,376
2012,67,63,19,420
2013,74,67,20,467
2014,80,74,21,503
2015,85,80,22,543
2016,88,85,23,582
2017,94,88,24,624
2018,97,94,25,688
2019,97,97,26,739
2020,97,97,27,745
