,h_t+1,h_t,a_age_t,paper_num_t
1994,2,1,0,2
1995,3,2,1,4
1996,5,3,2,7
1997,7,5,3,8
1998,8,7,4,11
1999,9,8,5,15
2000,9,9,6,18
2001,11,9,7,23
2002,13,11,8,31
2003,15,13,9,36
2004,16,15,10,42
2005,19,16,11,45
2006,21,19,12,51
2007,23,21,13,55
2008,25,23,14,63
2009,28,25,15,68
2010,30,28,16,74
2011,34,30,17,84
2012,38,34,18,89
2013,39,38,19,96
2014,43,39,20,103
2015,46,43,21,107
2016,51,46,22,109
2017,53,51,23,109
2018,55,53,24,109
2019,55,55,25,112
2020,55,55,26,112
