,h_t+1,h_t,a_age_t,paper_num_t
2000,1,1,0,1
2001,1,1,1,2
2002,2,1,2,3
2003,4,2,3,9
2004,5,4,4,14
2005,7,5,5,26
2006,9,7,6,33
2007,13,9,7,36
2008,16,13,8,47
2009,20,16,9,56
2010,23,20,10,69
2011,26,23,11,80
2012,32,26,12,96
2013,38,32,13,118
2014,45,38,14,141
2015,48,45,15,158
2016,52,48,16,169
2017,59,52,17,177
2018,62,59,18,181
2019,63,62,19,183
2020,63,63,20,187
