,h_t+1,h_t,a_age_t,paper_num_t
1994,1,0,0,2
1995,1,1,1,11
1996,1,1,2,20
1997,3,1,3,28
1998,3,3,4,38
1999,4,3,5,45
2000,5,4,6,52
2001,8,5,7,59
2002,9,8,8,70
2003,11,9,9,77
2004,13,11,10,86
2005,16,13,11,99
2006,19,16,12,119
2007,29,19,13,148
2008,35,29,14,183
2009,42,35,15,229
2010,49,42,16,265
2011,59,49,17,301
2012,65,59,18,343
2013,76,65,19,386
2014,84,76,20,427
2015,88,84,21,487
2016,93,88,22,538
2017,98,93,23,606
2018,105,98,24,678
2019,109,105,25,740
2020,109,109,26,746
