,h_t+1,h_t,a_age_t,paper_num_t
1999,1,1,0,2
2000,1,1,1,3
2001,1,1,2,7
2002,2,1,3,12
2003,2,2,4,19
2004,3,2,5,26
2005,4,3,6,32
2006,5,4,7,38
2007,5,5,8,39
2008,5,5,9,39
2009,5,5,10,39
2010,6,5,11,43
2011,6,6,12,62
2012,9,6,13,93
2013,13,9,14,113
2014,52,13,15,132
2015,83,52,16,244
2016,90,83,17,351
2017,95,90,18,421
2018,101,95,19,471
2019,102,101,20,506
2020,102,102,21,519
