,h_t+1,h_t,a_age_t,paper_num_t
1994,1,0,0,2
1995,2,1,1,2
1996,4,2,2,5
1997,4,4,3,6
1998,4,4,4,11
1999,6,4,5,15
2000,8,6,6,16
2001,10,8,7,22
2002,11,10,8,32
2003,13,11,9,39
2004,15,13,10,44
2005,19,15,11,51
2006,20,19,12,67
2007,23,20,13,80
2008,26,23,14,98
2009,30,26,15,117
2010,32,30,16,134
2011,37,32,17,146
2012,41,37,18,159
2013,44,41,19,173
2014,49,44,20,188
2015,53,49,21,209
2016,61,53,22,233
2017,67,61,23,253
2018,73,67,24,273
2019,75,73,25,287
2020,75,75,26,289
