,h_t+1,h_t,a_age_t,paper_num_t
1993,1,1,0,1
1994,1,1,1,1
1995,2,1,2,5
1996,2,2,3,9
1997,5,2,4,14
1998,7,5,5,19
1999,9,7,6,26
2000,11,9,7,35
2001,14,11,8,46
2002,18,14,9,49
2003,21,18,10,58
2004,26,21,11,68
2005,31,26,12,74
2006,35,31,13,85
2007,38,35,14,96
2008,40,38,15,103
2009,44,40,16,111
2010,47,44,17,122
2011,52,47,18,131
2012,55,52,19,144
2013,59,55,20,156
2014,62,59,21,167
2015,64,62,22,174
2016,69,64,23,179
2017,73,69,24,194
2018,78,73,25,201
2019,79,78,26,212
2020,79,79,27,212
