,h_t+1,h_t,a_age_t,paper_num_t
1996,1,1,0,3
1997,2,1,1,5
1998,2,2,2,8
1999,4,2,3,19
2000,6,4,4,25
2001,8,6,5,37
2002,11,8,6,44
2003,14,11,7,54
2004,16,14,8,70
2005,21,16,9,92
2006,25,21,10,111
2007,26,25,11,139
2008,30,26,12,155
2009,34,30,13,181
2010,36,34,14,202
2011,41,36,15,217
2012,44,41,16,235
2013,46,44,17,250
2014,49,46,18,273
2015,51,49,19,291
2016,55,51,20,304
2017,57,55,21,315
2018,60,57,22,330
2019,60,60,23,350
2020,60,60,24,350
