,h_t+1,h_t,a_age_t,paper_num_t
1995,1,1,0,1
1996,1,1,1,2
1997,1,1,2,2
1998,1,1,3,5
1999,1,1,4,5
2000,3,1,5,8
2001,3,3,6,15
2002,5,3,7,22
2003,6,5,8,36
2004,8,6,9,71
2005,11,8,10,106
2006,14,11,11,148
2007,20,14,12,189
2008,25,20,13,212
2009,28,25,14,233
2010,33,28,15,247
2011,41,33,16,264
2012,45,41,17,275
2013,49,45,18,297
2014,53,49,19,320
2015,62,53,20,341
2016,72,62,21,365
2017,80,72,22,376
2018,87,80,23,387
2019,89,87,24,391
2020,89,89,25,392
