,h_t+1,h_t,a_age_t,paper_num_t
1993,2,1,0,2
1994,3,2,1,4
1995,5,3,2,6
1996,5,5,3,6
1997,5,5,4,7
1998,5,5,5,7
1999,5,5,6,8
2000,6,5,7,13
2001,7,6,8,19
2002,9,7,9,28
2003,13,9,10,43
2004,17,13,11,67
2005,23,17,12,80
2006,30,23,13,97
2007,34,30,14,127
2008,36,34,15,151
2009,40,36,16,181
2010,46,40,17,205
2011,48,46,18,232
2012,52,48,19,266
2013,55,52,20,305
2014,58,55,21,354
2015,61,58,22,405
2016,64,61,23,436
2017,65,64,24,450
2018,69,65,25,452
2019,70,69,26,452
2020,70,70,27,453
