,h_t+1,h_t,a_age_t,paper_num_t
1993,2,1,0,3
1994,2,2,1,4
1995,2,2,2,4
1996,3,2,3,7
1997,4,3,4,10
1998,6,4,5,14
1999,6,6,6,16
2000,7,6,7,20
2001,7,7,8,23
2002,10,7,9,26
2003,11,10,10,32
2004,17,11,11,38
2005,20,17,12,45
2006,24,20,13,57
2007,27,24,14,69
2008,32,27,15,81
2009,39,32,16,96
2010,44,39,17,109
2011,52,44,18,117
2012,57,52,19,132
2013,62,57,20,147
2014,64,62,21,158
2015,71,64,22,170
2016,73,71,23,180
2017,77,73,24,195
2018,88,77,25,209
2019,89,88,26,224
2020,89,89,27,225
