,h_t+1,h_t,a_age_t,paper_num_t
1997,0,0,0,1
1998,1,0,1,5
1999,3,1,2,8
2000,4,3,3,9
2001,6,4,4,14
2002,8,6,5,22
2003,11,8,6,30
2004,13,11,7,40
2005,17,13,8,57
2006,19,17,9,74
2007,23,19,10,87
2008,26,23,11,97
2009,29,26,12,118
2010,32,29,13,137
2011,37,32,14,164
2012,43,37,15,192
2013,46,43,16,231
2014,51,46,17,266
2015,56,51,18,316
2016,60,56,19,363
2017,66,60,20,416
2018,71,66,21,483
2019,74,71,22,545
2020,74,74,23,576
