,h_t+1,h_t,a_age_t,paper_num_t
2000,4,1,0,5
2001,7,4,1,12
2002,11,7,2,16
2003,18,11,3,26
2004,22,18,4,38
2005,28,22,5,50
2006,35,28,6,65
2007,38,35,7,83
2008,42,38,8,103
2009,47,42,9,119
2010,49,47,10,135
2011,51,49,11,150
2012,55,51,12,164
2013,58,55,13,179
2014,60,58,14,193
2015,62,60,15,203
2016,64,62,16,221
2017,67,64,17,243
2018,68,67,18,252
2019,69,68,19,257
2020,69,69,20,258
