,h_t+1,h_t,a_age_t,paper_num_t
1997,2,1,0,4
1998,5,2,1,9
1999,6,5,2,18
2000,9,6,3,25
2001,12,9,4,31
2002,13,12,5,34
2003,15,13,6,48
2004,18,15,7,55
2005,21,18,8,71
2006,24,21,9,85
2007,28,24,10,100
2008,32,28,11,107
2009,36,32,12,129
2010,40,36,13,143
2011,45,40,14,156
2012,50,45,15,168
2013,55,50,16,175
2014,58,55,17,186
2015,61,58,18,204
2016,66,61,19,216
2017,70,66,20,228
2018,75,70,21,234
2019,77,75,22,241
2020,77,77,23,241
