,h_t+1,h_t,a_age_t,paper_num_t
1998,0,0,0,1
1999,1,0,1,2
2000,2,1,2,6
2001,3,2,3,10
2002,5,3,4,26
2003,5,5,5,29
2004,6,5,6,35
2005,7,6,7,39
2006,10,7,8,48
2007,10,10,9,61
2008,12,10,10,86
2009,14,12,11,113
2010,17,14,12,142
2011,21,17,13,182
2012,26,21,14,224
2013,31,26,15,259
2014,39,31,16,306
2015,46,39,17,361
2016,52,46,18,403
2017,59,52,19,439
2018,67,59,20,489
2019,67,67,21,530
2020,67,67,22,543
