,h_t+1,h_t,a_age_t,paper_num_t
1999,1,1,0,1
2000,2,1,1,2
2001,3,2,2,5
2002,4,3,3,9
2003,5,4,4,19
2004,7,5,5,22
2005,11,7,6,26
2006,13,11,7,45
2007,17,13,8,63
2008,17,17,9,83
2009,20,17,10,107
2010,24,20,11,118
2011,29,24,12,140
2012,33,29,13,163
2013,37,33,14,192
2014,41,37,15,222
2015,45,41,16,261
2016,52,45,17,288
2017,56,52,18,324
2018,60,56,19,372
2019,61,60,20,392
2020,61,61,21,396
